ChEBI_ID,ChEBI_Name,SMILES,PubChemSID,PubChemCID
168603,"6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1CO)C2=C(OC3OC(C(O)C(O)C3O)C(O)=O)C=C(O)C4=C2OC(=CC4=O)C5=CC(O)=C(O)C=C5,85367790,131833568
186109,"3,5,8,3',4'-Pentamethoxy-7-prenyloxyflavone",O1C2=C(C(OC)=CC(OCC=C(C)C)=C2OC)C(=O)C(OC)=C1C3=CC(OC)=C(OC)C=C3,85384969,13942546
187390,"Scutellarein 6,7,4'-trimethyl ether 5-(6'''-acetylglucosyl)(1->3)-galactoside",O([C@H]1[C@@H](O)C(O[C@@H](OC2=C3C(OC(=CC3=O)C4=CC=C(OC)C=C4)=CC(OC)=C2OC)C1O)CC)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)C,85386239,44258456
184978,Hispidulin 7-methylglucuronide,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=CC3=O)C4=CC=C(O)C=C4)=C2)C(OC)=O,85383871,44258465
140140,"5-hydroxy-6,7,3',4',5'-pentamethoxyflavanone 5-O-rhamnoside",C=1(C(=C(C2=C(C1)OC(CC2=O)C3=CC(=C(C(=C3)OC)OC)OC)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)OC)OC,85339821,42608104
186068,Apuleirin,O1C=2C(C(=O)C(OC)=C1C=3C=C(OC)C(OC)=C(O)C3)=C(OC)C(O)=C(OC)C2,85384928,44258047
192433,Malvidin-3-O-(6-p-coumaroyl)glucoside,O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C(OC)=C4)COC(=O)/C=C/C5=CC=C(O)C=C5,85391215,71308234
185106,6-Methoxykaempferol 3-rhamnoside-7-(4'''-acetylrhamnoside),O1[C@H]([C@H](OC(=O)C)C(O)C(O)[C@@H]1OC=2C=C3OC(=C(O[C@@H]4OC([C@H](O)C(O)[C@@H]4O)C)C(=O)C3=C(O)C2OC)C5=CC=C(O)C=C5)C,85383994,44259757
169909,"Kaempferol 3-(2'',4''-di-(Z)-p-coumaroylrhamnoside)",O1C([C@H](OC(=O)/C=C\C2=CC=C(O)C=C2)C(O)[C@H](OC(=O)/C=C\C3=CC=C(O)C=C3)[C@@H]1OC4=C(OC=5C(C4=O)=C(O)C=C(O)C5)C6=CC=C(O)C=C6)C,85369083,44259013
166639,Kaempferol-7-O-neohesperidoside,O(C1[C@H](O)[C@H](O)C(O[C@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC=C(O)C=C4)CO)[C@@H]5OC([C@H](O)[C@H](O)C5O)C,85365879,24211972
140127,plumerubroside,C1(=CC(=C2C(=C1)O[C@@H]([C@H](C2)O)C3=CC(=C(C(=C3)OC)O)OC)O[C@H]4[C@H](C([C@@H](C(O4)CO)O)O)O)OC,85339808,137333826
173304,Quercetin 3-[rhamnosyl-(1->2)-alpha-L-arabinopyranoside],O(C1C(O)C(O)COC1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)C5OC(C(O)C(O)C5O)C,85372411,73829996
188322,Quercetin 3-(6-[4-glucosyl-p-coumaryl]glucosyl)(1->2)-rhamnoside,O([C@H]1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)C)[C@@H]5OC([C@@H](O)C(O)[C@H]5O)COC(=O)/C=C/C6=CC=C(O[C@@H]7OC([C@@H](O)[C@H](O)C7O)CO)C=C6,85387154,44259264
169305,"6-Hydroxyluteolin 6,3'-dimethyl ether 7-sulfate",S(OC=1C=C2OC(C3=CC(OC)=C(O)C=C3)=CC(=O)C2=C(O)C1OC)(O)(=O)=O,85368483,13845909
180154,"7,4'-Dihydroxy-3'-methoxyflavan",O1[C@@H](CCC2=C1C=C(O)C=C2)C3=CC(OC)=C(O)C=C3,85379169,14157887
175782,Homoeriodictyol 4'-isobutyrate,O1C(CC(=O)C=2C1=CC(O)=CC2O)C3=CC(OC)=C(OC(=O)C(C)C)C=C3,85374854,42608010
193496,"5,7-dihydroxy-2-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",O1C(CC(=O)C=2C1=CC(O)=CC2O)C3=CC=C(OC)C=C3,85392268,5118250
179854,Carthamidin 5-glucoside,O1[C@@H]([C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC=2C3=C(OC(CC3=O)C4=CC=C(O)C=C4)C=C(O)C2O)CO,85378873,42608098
196621,"5,7,8-Trihydroxyflavanone 7-glucoside",O1C(C(O)C(O)C(O)C1OC2=C(O)C=3OC(CC(=O)C3C(O)=C2)C4=CC=CC=C4)CO,85395364,131752464
196409,Gossypetin 3-glucuronide-8-glucoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=3OC(=C(O[C@@H]4OC([C@@H](O)C(O)C4O)C(O)=O)C(=O)C3C(O)=CC2O)C5=CC(O)=C(O)C=C5)CO,85395154,44259999
174393,Zapotinin,O1C(C2=C(OC)C=CC=C2OC)=CC(=O)C3=C1C=CC(OC)=C3O,85373490,44257595
180422,"5,7,4',5'-Tetrahydroxy-3,6,2'-trimethoxyflavone",O1C(C=2C(OC)=CC(O)=C(O)C2)=C(OC)C(=O)C3=C1C=C(O)C(OC)=C3O,85379435,13942680
191500,Glucoliquiritin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC=3O[C@@H](CC(=O)C3C=C2)C4=CC=C(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)CO)C=C4)CO,85390291,46869260
187493,Syringetin 3-glucuronide,O1[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C(OC)=C4)C(O)C(O)[C@H](O)[C@H]1C(O)=O,85386337,44259499
187020,"6-Hydroxykaempferol 3,5,7,4'-tetramethyl ether 6-rhamnoside",O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC=2C(OC)=C3C(OC(=C(OC)C3=O)C4=CC=C(OC)C=C4)=CC2OC)C,85385872,44259762
196384,"5,7,4'-Trihydroxy-3,6,8,3'-tetramethoxyflavone",O1C=2C(C(=O)C(OC)=C1C3=CC(OC)=C(O)C=C3)=C(O)C(OC)=C(O)C2OC,85395129,5386959
168318,Pratensin B,O1C=2C(=C(O)C(OC)=C(OC)C2OC(=O)C(CC)C)C(=O)C(OC)=C1C3=CC=C(O)C=C3,85367508,15736236
192027,Allivicin,O1C(C(O)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(OC5OC(C(O)C(O)C5O)CO)C=C4)CO,85390813,14730435
178313,Naringenin 5-methyl ether,O1C(CC(=O)C2=C1C=C(O)C=C2OC)C3=CC=C(O)C=C3,85377351,188424
168299,Gladiatoside C2,O1[C@H]([C@H](O)[C@@H](O)[C@@H](OC(=O)C=2C(OC)=CC=CC2)[C@@H]1OC=3C=C4OC(=C(O)C(=O)C4=C(O)C3)C5=CC=C(O)C=C5)C,85367489,10769313
185460,"3,4,5-trihydroxy-6-(5-hydroxy-4-{2-hydroxy-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]propanoyl}-2-(3-methylbut-2-en-1-yl)phenoxy)oxane-2-carboxylic acid",O1C(OC=2C(=CC(=C(O)C2)C(=O)C(O)CC3=CC(CC=C(C)C)=C(O)C=C3)CC=C(C)C)C(O)C(O)C(O)C1C(O)=O,85384334,131837145
172828,6'''-O-Sinapoylsaponarin,O1C(C(O)C(O)C(O)C1CO)C2=C(OC3OC(C(O)C(O)C3O)COC(=O)/C=C/C4=CC(OC)=C(O)C(OC)=C4)C=C5OC(=CC(=O)C5=C2O)C6=CC=C(O)C=C6,85371939,131751647
182687,Hibiscetin heptamethyl ether,O1C2=C(C(=O)C(OC)=C1C3=CC(OC)=C(OC)C(OC)=C3)C(OC)=CC(OC)=C2OC,85381666,5318050
190880,"2-(3-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",O1C(C(O)C(O)C(O)C1CO)C2=C(O)C=3CC(O)C(OC3C=C2O)C4=CC(O)=CC=C4,85389675,131833061
169520,Vicenin-1 6''-O-acetate,O1[C@](C(O)[C@@H](O)[C@H](O)C1COC(=O)C)(C=2C(O)=C([C@@]3(OC[C@@H](O)[C@H](O)C3O)[H])C(O)=C4C2OC(=CC4=O)C5=CC=C(O)C=C5)[H],85368698,44257739
196638,Eriodictyol 5-O-rhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(CC3=O)C4=CC(O)=C(O)C=C4)C=C(O)C2)C,85395381,42607967
188095,"8-Hydroxyluteolin 8,4'-diglucuronide",O1[C@@H](OC=2C=3OC(C4=CC(O)=C(O[C@@H]5OC([C@@H](O)C(O)C5O)C(O)=O)C=C4)=CC(=O)C3C(O)=CC2O)C(O)[C@@H](O)[C@H](O)C1C(O)=O,85386932,44258595
169871,Quercetin 3-(2-caffeoylsophoroside) 7-glucoside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)CO)C3)C5=CC(O)=C(O)C=C5)CO)C6OC(C(O)C(O)C6OC(=O)/C=C/C7=CC(O)=C(O)C=C7)CO,85369045,131752951
182558,Wogonin 7-O-glucoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC)C=3OC(=CC(=O)C3C(O)=C2)C4=CC=CC=C4)CO,85381537,51136398
191787,"(2R)-6,8-Diglucopyranosyl-4',5,7-trihydroxyflavanone",O1C(C(O)C(O)C(O)C1CO)C=2C(O)=C(C3OC(C(O)C(O)C3O)CO)C(O)=C4C2OC(CC4=O)C5=CC=C(O)C=C5,85390574,14427359
188262,5-Carboxypyranocyanidin 3-O-beta-glucopyranoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@@H]1OC=2C3=C4C(OC2C5=CC(O)=C(O)C=C5)=CC(=[OH+])C=C4OC(=C3)C(O)=O)CO,85387095,44257032
196386,"5,3'-Dihydroxy-6,7,4'-trimethoxyflavanone",O1C(CC(=O)C=2C1=CC(OC)=C(OC)C2O)C3=CC(O)=C(OC)C=C3,85395131,13871373
168565,"Isorhamnetin 3-(4''',6'''-diacetylglucosyl) (1->3)-galactoside",O(C1[C@H](O)C(O[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)[C@@H]1O)CO)[C@@H]5OC([C@@H](OC(=O)C)C(O)C5O)COC(=O)C,85367753,44259351
168566,"5,7-Dihydroxy-6-C-methylflavone 7-xylosyl-(1->3)-xyloside",O([C@@H]1C(O)[C@@H](OC[C@H]1O)OC2=C(C(O)=C3C(OC(=CC3=O)C4=CC=CC=C4)=C2)C)[C@@H]5OC[C@@H](O)[C@H](O)C5O,85367754,44257623
190897,"6-[(3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC2C(OC3=C(C2=O)C(OC4OC(C(O)C(O)C4O)C(O)=O)=CC(O)=C3)C5=CC(O)=C(O)C=C5)C(O)C(O)C1CO,85389692,131836780
185111,Saltillin,O1C=2C(=C(O)C=C(C2)C)C(=O)C=C1C3=CC=C(OC)C=C3,85383999,5378171
168214,"2',7-Dihydroxy-4'-methoxy-8-prenylflavan 2',7-diglucoside",O1C(C(O)C(O)C(O)C1OC2=C(C=3OC(CCC3C=C2)C4=C(OC5OC(C(O)C(O)C5O)CO)C=C(OC)C=C4)CC=C(C)C)CO,85367405,85228900
191991,Luteolin 3'-(3''-acetylglucuronide),O1C([C@@H](O)C(OC(=O)C)C(O)[C@@H]1OC=2C=C(C=CC2O)C=3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C(O)=O,85390777,44258127
183877,"[(2r,3s,4s,5r,6s)-6-[3,5-dihydroxy-4-[3-(4-hydroxyphenyl)propanoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC(O)=C(C(O)=C2)C(=O)CCC3=CC=C(O)C=C3)COC(=O)C4=CC(O)=C(O)C(O)=C4,85382832,24039364
191742,(-)-Epicatechin 8-C-galactoside,O1C([C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO)C=2C=3O[C@@H]([C@H](O)CC3C(O)=CC2O)C4=CC(O)=C(O)C=C4,85390530,131752730
175062,Artocarpanone A,O1C(CC(=O)C=2C1=CC(OC)=CC2O)C3=C(O)C=C(OC)C=C3,85374142,15227613
186421,Orientin 7-O-sulfate,S(OC1=C([C@@]2(OC([C@@H](O)[C@H](O)C2O)CO)[H])C=3OC(=CC(=O)C3C(O)=C1)C4=CC(O)=C(O)C=C4)(O)(=O)=O,85385278,44257969
193222,Licuroside,O(C1C(O)C(O)C(OC1OC2=CC=C(C=C2)/C=C/C(=O)C3=C(O)C=C(O)C=C3)CO)C4OCC(O)(C4O)CO,85391996,6475724
184663,"6-Hydroxymyricetin 3,6,3',5'-tetramethyl ether 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=C(OC)C3=O)C4=CC(OC)=C(O)C(OC)=C4)=C2)CO,459094987,44259883
185662,Haginin A,O1CC(C2=C(OC)C(OC)=C(O)C=C2)=CC3=C1C=C(O)C=C3,85384526,338286
168468,"6-[5-(3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC5OC(C(O)C(O)C5O)C(O)=O)=C(O)C=C4)CO,85367656,131836771
173155,4'-Methylliquiritigenin 7-rhamnoside,O1C(C(O)C(O)C(O)C1OC2=CC=3OC(CC(=O)C3C=C2)C4=CC=C(OC)C=C4)C,85372262,131752850
196381,"5,3',4'-Trihydroxy-3,6,7,8-tetramethoxyflavone",O1C=2C(=C(O)C(OC)=C(OC)C2OC)C(=O)C(OC)=C1C3=CC(O)=C(O)C=C3,85395126,54799
169464,4-Methoxyphlorizin,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(C(=O)CCC3=CC=C(OC)C=C3)=C(O)C=C(O)C2)CO,85368642,42607699
187723,Isoorientin 6''-O-alpha-L-arabinoside,O1[C@](C(O)[C@@H](O)[C@H](O)C1O[C@@H]2OC[C@H](O)[C@H](O)C2O)(C3=C(O)C4=C(OC(=CC4=O)C5=CC(O)=C(O)C=C5)C=C3O)[H],85386563,44257920
174734,Dihydrowogonin,O1C(CC(=O)C2=C1C(OC)=C(O)C=C2O)C3=CC=CC=C3,85373820,11491431
176179,Didymin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3O[C@@H](CC(=O)C3=C(O)C2)C4=CC=C(OC)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C,85375243,16760075
175983,"3,3',4',5,6,8-Hexamethoxyflavone",O1C2=C(C(OC)=C(OC)C=C2OC)C(=O)C(OC)=C1C3=CC(OC)=C(OC)C=C3,85375050,129848680
169773,Eruberin C,O1[C@@H](OC2=C3[C@@H](OC)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2C)C)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,85368947,44257140
193450,"[5,7-dihydroxy-2-(3-methoxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]oxidanesulfonic acid",S(OC1C(OC=2C(C1=O)=C(O)C=C(O)C2)C3=CC(OC)=CC=C3)(O)(=O)=O,85392223,131832988
179169,Asebotin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C(C(=O)CCC3=CC=C(O)C=C3)=C(O)C=C(OC)C2)CO,85378196,11190157
177992,Quercetin 3-glucosyl-(1->6)-galactoside,O1C([C@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,85377035,44259098
191774,"3,6,7-Trihydroxy-4'-methoxyflavone 7-rhamnoside",O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=CC2O)C4=CC=C(OC)C=C4)C,85390562,44258692
197019,Echioidinin 2'-(6''-acetylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(C=3OC=4C(C(=O)C3)=C(O)C=C(OC)C4)=CC=CC2)COC(=O)C,85395760,44257611
176371,Tricin diglucuronoside,O(C1C(O)C(O)C(OC1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C(OC)=C4)C(O)=O)C5OC(C(O)C(O)C5O)C(O)=O,85375433,131752191
176103,Pinostrobin 5-glucoside,O1C(C(O)C(O)C(O)C1OC=2C3=C(OC(CC3=O)C4=CC=CC=C4)C=C(OC)C2)CO,85375167,14841120
169386,Manghaslin,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C,85368564,11498684
191673,Spinacetin 3-[p-coumaroyl-(->2)-glucosyl-(1->6)-[apiosyl-(1->2)]-glucoside],O([C@@H]1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(OC)=C(O)C=C4)CO[C@@H]5O[C@H]([C@@H](O)[C@H](O)[C@H]5OC(=O)/C=C/C6=CC=C(O)C=C6)CO)[C@@H]7OC[C@@](O)([C@H]7O)CO,85390461,131751171
189575,Kaempferol-3-glucuronide,O1C(OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O,85388392,22846027
196331,"5,7-Dimethoxy-3',4'-methylenedioxyflavone",O1C(C2=CC=3OCOC3C=C2)=CC(=O)C4=C1C=C(OC)C=C4OC,85395076,11681403
197201,isorhamnetin 3-rutinoside-7-glucoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)C3)C5=CC(OC)=C(O)C=C5)CO[C@@H]6OC([C@H](O)[C@H](O)C6O)C,85395941,44259369
197016,Luteoayamenin,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C=2C(O)=C3C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)=CC2OC)[H])CO)[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,85395757,44258370
187809,"6-Hydroxyluteolin 6,3'-dimethyl ether 7,4'-disulfate",S(OC=1C=C2OC(C3=CC(OC)=C(OS(O)(=O)=O)C=C3)=CC(=O)C2=C(O)C1OC)(O)(=O)=O,85386649,13845923
193397,"5-Hydroxy-7,2',5'-trimethoxyflavone",O1C(C2=C(OC)C=CC(OC)=C2)=CC(=O)C=3C1=CC(OC)=CC3O,85392170,10914422
191843,Licorice glycoside D1,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=CC=C([C@@H]3OC4=C(C(=O)C3)C=CC(O)=C4)C=C2)CO)[C@@H]5OCC(O)([C@@H]5O)COC(=O)/C=C/C6=CC=C(O)C=C6,85390630,42607807
191643,"Lucenin 2,7-O-rhamnoside",O1C(C(O)C(O)C(O)C1CO)C=2C(OC3OC(C(O)C(O)C3O)C)=C(C4OC(C(O)C(O)C4O)CO)C(O)=C5C2OC(=CC5=O)C6=CC(O)=C(O)C=C6,85390431,74977634
193481,[5-(7-hydroxy-4-oxo-4H-chromen-2-yl)-2-methoxyphenyl]oxidanesulfonic acid,S(OC=1C=C(C=2OC3=C(C(=O)C2)C=CC(O)=C3)C=CC1OC)(O)(=O)=O,85392254,131837245
188944,"6-[(2-{4-[(3-{[4-(acetyloxy)-3-hydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]phenyl}-4-oxo-3,4-dihydro-2H-1-benzopyran-7-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC2=CC=C(C3OC4=C(C(=O)C3)C=CC(OC5OC(C(O)C(O)C5O)C(O)=O)=C4)C=C2)CO)C6OCC(OC(=O)C)(C6O)CO,85387766,131831501
197213,7-Hydroxyflavanone beta-D-glucopyranoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3O[C@@H](CC(=O)C3C=C2)C4=CC=CC=C4)CO,85395953,42607796
135374,dimefline,C(N(C)C)C1=C2C(C(=O)C(=C(O2)C3=CC=CC=C3)C)=CC=C1OC,85335130,3078
178157,Kaempferol 3-alpha-L-arabinofuranoside,O1C(C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO,85377198,13245583
187373,"4'-Hydroxy-5,7,2'-trimethoxyflavanone 4'-rhamnosyl-(1->6)-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC(OC)=C(C3OC4=C(C(=O)C3)C(OC)=CC(OC)=C4)C=C2)CO[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,85386222,42608018
177968,"7,3',4'-Trihydroxyflavone 7-rutinoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3OC(=CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,85377011,44257576
186657,4'-Methylliquiritigenin,O1C(CC(=O)C2=C1C=C(O)C=C2)C3=CC=C(OC)C=C3,85385511,13058505
187022,"Quercetin 5,3',4'-trimethyl ether 3-galactosyl-(1->2)-rhamnoside-7-rhamnoside",O([C@H]1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC3=C(C2=O)C(OC)=CC(O[C@@H]4OC([C@H](O)C(O)[C@@H]4O)C)=C3)C5=CC(OC)=C(OC)C=C5)C)[C@@H]6OC([C@@H](O)[C@H](O)C6O)CO,85385874,44259533
166600,"Chalconaringenin 2',4'-di-O-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC(O[C@@H]3OC([C@@H](O)[C@H](O)C3O)CO)=CC(O)=C2C(=O)/C=C/C4=CC=C(O)C=C4)CO,85365841,42607606
175210,Cerasinone,O1C(CC(=O)C2=C1C=C(O)C=C2OC)C3=C(OC)C=C(OC)C=C3,85374290,42608054
143043,Peonidin 3-(4-sinapoylgentiobioside),O1C(C(OC(=O)/C=C/C2=CC(OC)=C(O)C(OC)=C2)C(O)C(O)C1OC=3C(=[O+]C=4C(C3)=C(O)C=C(O)C4)C5=CC(OC)=C(O)C=C5)COC6OC(C(O)C(O)C6O)CO,85342690,14757905
186748,Eruberin B,O1[C@@H](OC2=C3[C@@H](O)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2C)C)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,85385602,44257137
172612,hesperetin 3'-O-sulfate,S(OC=1C=C(C2OC=3C(C(=O)C2)=C(O)C=C(O)C3)C=CC1OC)(O)(=O)=O,85371725,131750808
186088,"5,3'-Dihydroxy-7,2',4',5'-tetramethoxyflavone",O1C(C=2C(OC)=C(O)C(OC)=C(OC)C2)=CC(=O)C=3C1=CC(OC)=CC3O,85384948,14704513
188391,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}oxane-2-carboxylic acid",O1C(OC2=CC=3OC(C(O)CC3C=C2)C4=CC(O)=CC=C4)C(O)C(O)C(O)C1C(O)=O,85387221,131838796
179855,Isookaninglucoside,O1C(C(O)C(O)C(O)C1OC2=C(O)C=3OC(CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)CO,85378874,12309901
176372,Apigenin 5-(6''-malonylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C(O)C2)COC(=O)CC(O)=O,85375434,44257828
140102,rhamnocitrin 3-glucoside-4'-(2''-dihydrophaseoylglucoside),C=1(C=C(O)C2=C(C1)OC(=C(C2=O)O[C@H]3C(C([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O[C@@H]5O[C@H]([C@H](C(C5OC(=O)\C=C(\C)/C=C/[C@@]6([C@]7(CO[C@@]6(C[C@H](C7)O)C)C)O)O)O)CO)OC,85339783,137333815
168803,"6-(4-{2,3-dihydroxy-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]propanoyl}-5-hydroxy-2-(3-methylbut-2-en-1-yl)phenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C(=CC(=C(O)C2)C(=O)C(O)C(O)C3=CC(CC=C(C)C)=C(O)C=C3)CC=C(C)C)C(O)C(O)C(O)C1C(O)=O,85367988,131837168
184548,Confusoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC(O)=C(C=C2)C(=O)CCC3=CC=C(O)C=C3)CO,459094977,21722183
179863,"(2S)-5,7,3',4'-Tetrahydroxyflavanone 6-C-glucoside",O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C2=C(O)C3=C(O[C@@H](CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],85378882,42607976
179638,4'-Hydroxy-4-(4-hydroxystyryl)-7-methoxyflavan,O1[C@H](C[C@@H](C2=C1C=C(OC)C=C2)/C=C/C3=CC=C(O)C=C3)C4=CC=C(O)C=C4,85378659,44257173
192522,Tetrahydroxy-dimethoxy-flavone (syringetin) p-coumaroyl-hexoside,O1[C@@H]([C@@H](OC(=O)/C=C/C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(OC)=C(O)C(OC)=C5)CO,85391304,102402342
191708,Isoorientin 2''-[p-coumaroyl-(->6)-glucoside],O(C1C(O)C(O)C(OC1C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)CO)C5OC(C(O)C(O)C5O)COC(=O)/C=C/C6=CC=C(O)C=C6,85390496,131751349
94026,6-methoxy-2-(2-methoxyphenyl)-1-benzopyran-4-one,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3OC,329740265,676288
